pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
7425128736.jpg#0r1c,contradiction,Three indoor track cyclist are being held balanced in place at the starting line by three attendants.,These three cyclists rest their feet on the floor.,One can't be being held balanced by other people and balance themselves by resting their feet on the floor.,Three indoor track cyclist are *being* *held* *balanced* in place at the starting line *by* *three* *attendants.*,These three cyclists *rest* *their* *feet* *on* *the* *floor.*,"5,6,7,14,15,16","3,4,5,6,7,8","When one is being held balanced, they do not rest their feet on the floor.",Three indoor track cyclist are *being* *held* *balanced* in place at the starting line by three attendants.,These three cyclists *rest* *their* *feet* on the floor.,"5,6,7","5,4,3",Track cyclist cannot be  held balanced in place and rest their feet on the floor simultaneously.,Three indoor track *cyclist* *are* *being* *held* *balanced* *in* *place* at the starting line by three attendants.,These three cyclists *rest* *their* *feet* *on* *the* *floor.*,"7,5,8,9,3,4,6","3,4,5,6,7,8"
7425128736.jpg#0r1n,neutral,Three indoor track cyclist are being held balanced in place at the starting line by three attendants.,These three cyclists are bitter rivals.,Cyclists are at the starting line. This does not imply that they are bitter rivals.,Three indoor track cyclist are being held balanced in place at the starting line by three attendants., These three cyclists are *bitter* *rivals.*,{},"4,5",Indoor track cyclists doesn't imply they are bitter rivals.,Three indoor track cyclist are being held balanced in place at the starting line by three attendants., These three cyclists are *bitter* *rivals.*,{},"5,4",The first sentence doesn't indicate any relationship between the cyclists other than them all being at the starting line. Maybe they are bitter rivals or maybe they are complete strangers to each other.,Three indoor track cyclist are being held balanced in place at the starting line by three attendants., These three cyclists *are* *bitter* *rivals.*,{},"3,5,4"
7425128736.jpg#0r1e,entailment,Three indoor track cyclist are being held balanced in place at the starting line by three attendants.,Three cyclists are preparing to race.,held balanced in place  doesn't always mean preparing to race., Three indoor track cyclist are being *held* *balanced* *in* *place* at the starting line by three attendants., Three cyclists are *preparing* *to* *race.*,"6,7,8,9","3,4,5","If the cyclists are at the starting line, they are preparing to race.", Three indoor track *cyclist* are being held balanced in place *at* the *starting* *line* by three attendants., Three cyclists are *preparing* to *race.*,"12,13,10,3","3,5",if you are at the starting line then you are preparing to race, Three indoor track cyclist are being held balanced in place at the *starting* *line* by three attendants., Three cyclists are *preparing* *to* *race.*,"12,13","3,4,5"
2749714328.jpg#0r1e,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap.",One person fixes anothers dress.,The women are both wearing a dress.," Two *women* both in sandals, one in a green hat is tying the other woman's dress strap.", One person fixes anothers *dress.*,1,4,"""One person fixes anothers dress"" is a less detailed rephrasing of ""Two women, both in sandals, one in a green hat is tying the other woman's dress strap""."," *Two* *women* both in sandals, one in a green hat is *tying* the *other* *woman's* *dress* *strap.*", *One* person *fixes* *anothers* *dress.*,"0,1,11,13,14,15,16","0,2,3,4",One woman fixes another woman's dress strap by tying it.," Two *women* both in sandals, one in a green hat *is* *tying* the *other* woman's *dress* *strap.*", *One* *person* *fixes* anothers dress.,"1,15,16,11,10,13","0,1,2"
2749714328.jpg#0r1c,contradiction,"Two women both in sandals, one in a green hat is tying the other woman's dress strap.",Two men are getting dressed.,Women tying a strap versus men getting dressed.," Two *women* both in sandals, one in a green hat is *tying* the other woman's dress *strap.*",Two *men* are getting *dressed.*,"11,16,1","4,1","These words are antonyms,  men and women are opposite sexes."," Two *women* both in sandals, one in a green hat is tying the other woman's dress strap.",Two *men* are getting dressed.,1,1,Men are not women.," Two *women* both in sandals, one in a green hat is tying the other woman's dress strap.",Two *men* are getting dressed.,1,1
2749714328.jpg#0r1n,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap.",Two people are enjoying eachothers presence.,"Some people are together due to obligations, it's not always people are enjoying eachothers presence.","Two women both in sandals, one in a green hat is tying the other woman's dress strap.", Two people are *enjoying* *eachothers* *presence.*,{},"3,4,5",Helping each other doesn't imply they are enjoying eachothers presence,"Two women both in sandals, one in a green hat is tying the other woman's dress strap.", Two people are *enjoying* *eachothers* *presence.*,{},"3,4,5","You can infer the women are in each other's presence, but we have no indication they feel any emotions being with each other, or if they are enjoying themselves.","Two women both in sandals, one in a green hat is tying the other woman's dress strap.", Two people are *enjoying* eachothers presence.,{},3
23445819.jpg#2r1n,neutral,two puppies playing around in the grass,two puppies chasing a frisbee.,Not all playing puppies are chasing a Frisbee.,two puppies playing around in the grass, two puppies *chasing* *a* *frisbee.*,{},"4,2,3",Playing around in grass doesn't imply chasing a frisbee,two puppies playing around in the grass, two puppies *chasing* a *frisbee.*,{},"4,2","Sentence 1 doesn't specify what type of play the puppies are participating in. They could be chasing a frisbee, but they could also be play wrestling each other.",two puppies playing around in the grass, two puppies *chasing* *a* *frisbee.*,{},"2,3,4"
23445819.jpg#2r1e,entailment,two puppies playing around in the grass,two puppies outdoors.,The grass are usually found outdoors., two puppies playing around in the *grass*, two puppies *outdoors.*,6,2,Grass grows outside so puppies has to be outdoors., two *puppies* playing around in the grass, two *puppies* *outdoors.*,1,"1,2","Grass indicates that it is outdoors, and there are two puppies so there are two puppies outdoors.", *two* *puppies* playing *around* in the *grass*, *two* *puppies* *outdoors.*,"0,1,3,6","1,2,0"
23445819.jpg#2r1c,contradiction,two puppies playing around in the grass,two puppies scratching at the door to go out.,"If the puppies are scratching at the door to go out, then the couldn't be playing around in the grass.",two puppies *playing* *around* *in* *the* *grass*,two puppies *scratching* *at* *the* *door* *to* *go* *out.*,"6,2,3,5,4","2,3,4,5,6,7,8",The puppies cannot be playing in the grass if they are inside the door trying to go out.,two puppies playing around *in* *the* *grass*,two puppies scratching at the *door* *to* *go* *out.*,"4,5,6","5,6,7,8",It’s either the puppies are playing around in the grass or scratching at the door,two puppies *playing* *around* *in* *the* *grass*,two puppies *scratching* *at* *the* *door* to go out.,"2,3,4,5,6","2,3,4,5"
3473742715.jpg#2r1n,neutral,What appears to be a taller bald white man sitting next to a shorter black man in a reception area.,The short black man is friends with the bald white man.,People sitting next to each other are not always friends.,What appears to be a taller bald white man sitting next to a shorter black man in a reception area., The short black man is *friends* *with* the bald white man.,{},"5,6",Sitting next to each other doesn't imply they are friends,What appears to be a taller bald white man sitting next to a shorter black man in a reception area., The short black man is *friends* with the bald white man.,{},5,You don't  always have to be friends with the person who is sitting next to you.,What appears to be a taller bald white man sitting next to a shorter black man in a reception area., The short black man *is* *friends* *with* the bald white man.,{},"4,5,6"
3473742715.jpg#2r1c,entailment,What appears to be a taller bald white man sitting next to a shorter black man in a reception area.,The taller bald white man is standing by the short black man.,"Standing by is a rephrasing of sitting next to,", What appears to be a taller bald white man *sitting* *next* *to* a shorter black man in a reception area., The taller bald white man is *standing* *by* the short black man.,"10,11,9","6,7",Shorter black man is a type of short black man., What appears to be a taller bald white man sitting next to a *shorter* *black* *man* in a reception area., The taller bald white man is standing by the *short* *black* *man.*,"13,14,15","9,10,11",a taller bald man appears to be sitting next to a shorter black man but he is really standing by the short black man, What *appears* to be a taller bald white man *sitting* *next* *to* a *shorter* *black* *man* in a reception area., The taller bald white man is *standing* *by* the *short* *black* *man.*,"1,9,10,11,13,14,15","6,7,9,10,11"
3473742715.jpg#2r1e,entailment,What appears to be a taller bald white man sitting next to a shorter black man in a reception area.,The tall bald white man is sitting down.,The tall bald man is sitting so he must be sitting down., What appears to be a *taller* *bald* *white* *man* *sitting* next to a shorter black man in a reception area., The tall bald white man is sitting down.,"5,6,7,8,9",{},A man that is bald is tall is sitting down., What appears to be a *taller* *bald* white man *sitting* next to a shorter black man in a reception area., The tall *bald* *white* man is sitting down.,"5,6,9","2,3","""...tall bald white man is sitting down"" is a rephrasing of ""taller bald white man sitting"".", What appears to be a *taller* *bald* *white* *man* *sitting* next to a shorter black man in a reception area., The *tall* *bald* *white* *man* is *sitting* *down.*,"5,6,7,8,9","1,2,3,4,6,7"
